r,e
0.7586999999999999,39.9598816261132
0.7793896551724138,30.309605022499454
0.8000793103448275,22.39621017202444
0.8207689655172413,15.996608757122885
0.8414586206896552,10.916448606163613
0.8621482758620689,6.986172940247343
0.8828379310344827,4.057668496563565
0.9035275862068965,2.0014001083618496
0.9242172413793103,0.703950390627142
0.9449068965517241,0.06590033270185813
0.9655965517241378,0.0
0.9862862068965517,0.4295886471372796
1.0069758620689655,1.2872307983489009
1.0276655172413793,2.513540064843255
1.048355172413793,4.056166174137616
1.069044827586207,5.86892118488322
1.0897344827586206,7.911028608694323
1.1104241379310344,10.146473236367456
1.1311137931034483,12.543439062472316
1.1518034482758621,15.073820814854116
1.172493103448276,17.712798035528976
1.1931827586206896,20.43846238697006
1.2138724137931034,23.231490465273964
1.2345620689655172,26.07485569291748
1.255251724137931,28.95357389502169
1.275941379310345,31.854478006760473
1.2966310344827585,34.76601651549572
1.3173206896551726,37.678081277161255
1.3380103448275862,40.58184000667825
1.3587,43.46959978363884
